cruise,file,date,file_duration,lat,lon,conductivity,salinity,ocean_tmp,par,bulk_red,stream_pressure,flow_rate,event_rate
realtime,2015-03-22T00-36-04+00-00,2015-03-22T00:36:04+00:00,180.006,4333.8367,12815.2685,NA,32.46,12.22,0.161937,22.9714,12,2471.3437336,NA
realtime,2015-03-22T00-39-05+00-00,2015-03-22T00:39:05+00:00,180.015,4333.4191,12815.8521,NA,32.46,12.22,0.156407,22.9714,12,2471.3437336,NA
realtime,2015-03-22T00-42-05+00-00,2015-03-22T00:42:05+00:00,180.037,4332.9958,12816.4372,NA,32.45,12.21,0.049148,22.9714,12,2471.3437336,NA
realtime,2015-03-22T00-45-05+00-00,2015-03-22T00:45:05+00:00,180.104,4332.6571,12816.9116,NA,32.45,12.22,0.053658,22.9714,12,2471.3437336,NA
realtime,2015-03-22T00-48-05+00-00,2015-03-22T00:48:05+00:00,180.051,4332.2207,12817.5287,NA,32.45,12.22,0.053683,22.9714,12,2471.3437336,NA
realtime,2015-03-22T00-51-05+00-00,2015-03-22T00:51:05+00:00,180.014,4331.7997,12818.1233,NA,32.45,12.21,0.054244,22.9714,12,2471.3437336,NA
realtime,2015-03-22T00-54-06+00-00,2015-03-22T00:54:06+00:00,180.125,4331.3979,12818.802,NA,32.45,12.19,0.063495,22.9714,12,2471.3437336,NA
realtime,2015-03-22T00-57-06+00-00,2015-03-22T00:57:06+00:00,180.008,4331.101,12819.3409,NA,32.45,12.2,0.068057,22.9714,12,2471.3437336,NA
realtime,2015-03-22T01-00-06+00-00,2015-03-22T01:00:06+00:00,180.019,4330.7061,12820.0591,NA,32.45,12.18,0.065228,22.9714,12,2471.3437336,NA
realtime,2015-03-22T01-03-06+00-00,2015-03-22T01:03:06+00:00,180.041,4330.3987,12820.5708,NA,32.45,12.21,0.065713,22.9714,12,2471.3437336,NA
realtime,2015-03-22T01-06-06+00-00,2015-03-22T01:06:06+00:00,180.018,4329.9837,12821.2212,NA,32.45,12.23,0.057889,22.9714,12,2471.3437336,NA
realtime,2015-03-22T01-09-06+00-00,2015-03-22T01:09:06+00:00,180.139,4329.574,12821.8698,NA,32.45,12.22,0.051441,22.9714,12,2471.3437336,NA
realtime,2015-03-22T01-12-07+00-00,2015-03-22T01:12:07+00:00,180.08,4329.1286,12822.5408,NA,32.44,12.17,0.094993,22.9714,12,2471.3437336,NA
realtime,2015-03-22T01-15-07+00-00,2015-03-22T01:15:07+00:00,180.145,4328.8086,12823.0126,NA,32.43,12.15,0.047517,22.9714,12,2471.3437336,NA
realtime,2015-03-22T01-18-07+00-00,2015-03-22T01:18:07+00:00,180.065,4328.3733,12823.6625,NA,32.42,12.13,0.035464,22.9714,12,2471.3437336,NA
realtime,2015-03-22T01-21-08+00-00,2015-03-22T01:21:08+00:00,180.013,4327.919,12824.3298,NA,32.41,12.11,0.026672,22.9714,12,2471.3437336,NA
realtime,2015-03-22T01-24-08+00-00,2015-03-22T01:24:08+00:00,180.027,4327.5944,12824.8182,NA,32.41,12.12,0.024021,22.9714,12,2471.3437336,NA
realtime,2015-03-22T01-27-08+00-00,2015-03-22T01:27:08+00:00,180.058,4327.1487,12825.4933,NA,32.41,12.1,0.028838,22.9714,12,2471.3437336,NA
realtime,2015-03-22T01-30-08+00-00,2015-03-22T01:30:08+00:00,180.008,4326.7036,12826.1591,NA,32.41,12.08,0.03628,22.9714,12,2471.3437336,NA
realtime,2015-03-22T01-33-08+00-00,2015-03-22T01:33:08+00:00,180.048,4326.3834,12826.6416,NA,32.41,12.08,0.032916,22.9714,12,2471.3437336,NA
realtime,2015-03-22T01-36-08+00-00,2015-03-22T01:36:08+00:00,180.137,4325.9453,12827.3124,NA,32.4,12.06,0.029475,22.9714,12,2471.3437336,NA
realtime,2015-03-22T01-39-09+00-00,2015-03-22T01:39:09+00:00,180.097,4325.5328,12827.9552,NA,32.4,12.08,0.018772,22.9714,12,2471.3437336,NA
realtime,2015-03-22T01-42-09+00-00,2015-03-22T01:42:09+00:00,180.115,4325.1335,12828.5938,NA,32.4,12.06,0.016886,22.9714,12,2471.3437336,NA
realtime,2015-03-22T01-45-09+00-00,2015-03-22T01:45:09+00:00,180.043,4324.7105,12829.2377,NA,32.4,12.05,0.016274,22.9714,12,2471.3437336,NA
realtime,2015-03-22T01-48-09+00-00,2015-03-22T01:48:09+00:00,180.009,4324.3753,12829.7244,NA,32.4,12.06,0.014389,22.9714,12,2471.3437336,NA
realtime,2015-03-22T01-51-10+00-00,2015-03-22T01:51:10+00:00,180.124,4323.9225,12830.3556,NA,32.4,12.07,0.013089,22.9714,12,2471.3437336,NA
realtime,2015-03-22T01-54-10+00-00,2015-03-22T01:54:10+00:00,180.045,4323.4881,12830.9792,NA,32.39,12.05,0.010005,22.9714,12,2471.3437336,NA
realtime,2015-03-22T01-57-10+00-00,2015-03-22T01:57:10+00:00,180.008,4323.1754,12831.4623,NA,32.39,12.05,0.00738,22.9714,12,2471.3437336,NA
realtime,2015-03-22T02-00-10+00-00,2015-03-22T02:00:10+00:00,180.046,4322.7699,12832.1114,NA,32.4,12.08,0.005749,22.9714,12,2471.3437336,NA
realtime,2015-03-22T02-03-10+00-00,2015-03-22T02:03:10+00:00,180.031,4322.3551,12832.7678,NA,32.42,12.18,0.004424,22.9714,12,2471.3437336,NA
realtime,2015-03-22T02-06-11+00-00,2015-03-22T02:06:11+00:00,180.06,4321.94,12833.3997,NA,32.43,12.21,0.003838,22.9714,12,2471.3437336,NA
realtime,2015-03-22T02-09-11+00-00,2015-03-22T02:09:11+00:00,180.123,4321.61,12833.9035,NA,32.44,12.25,0.004883,22.9714,12,2471.3437336,NA
realtime,2015-03-22T02-12-11+00-00,2015-03-22T02:12:11+00:00,180.077,4321.1683,12834.5351,NA,32.45,12.3,0.006718,22.9714,12,2471.3437336,NA
realtime,2015-03-22T02-15-11+00-00,2015-03-22T02:15:11+00:00,180.053,4320.7317,12835.1662,NA,32.45,12.31,0.006412,22.9714,12,2471.3437336,NA
realtime,2015-03-22T02-18-12+00-00,2015-03-22T02:18:12+00:00,180.028,4320.3049,12835.8152,NA,32.45,12.29,0.006616,22.9714,12,2471.3437336,NA
realtime,2015-03-22T02-21-12+00-00,2015-03-22T02:21:12+00:00,180.005,4319.9861,12836.3102,NA,32.45,12.29,0.005698,22.9714,12,2471.3437336,NA
realtime,2015-03-22T02-24-12+00-00,2015-03-22T02:24:12+00:00,180.038,4319.5603,12836.9781,NA,32.45,12.27,0.004246,22.9714,12,2471.3437336,NA
realtime,2015-03-22T02-27-12+00-00,2015-03-22T02:27:12+00:00,180.145,4319.1466,12837.6304,NA,32.44,12.27,0.003074,22.9714,12,2471.3437336,NA
realtime,2015-03-22T02-30-12+00-00,2015-03-22T02:30:12+00:00,180.074,4318.7235,12838.2856,NA,32.44,12.29,0.002232,22.9714,12,2471.3437336,NA
realtime,2015-03-22T02-33-13+00-00,2015-03-22T02:33:13+00:00,180.128,4318.3898,12838.7719,NA,32.44,12.31,0.002105,22.9714,12,2471.3437336,NA
realtime,2015-03-22T02-36-13+00-00,2015-03-22T02:36:13+00:00,180.089,4317.9724,12839.3558,NA,32.45,12.36,0.001825,22.9714,12,2471.3437336,NA
realtime,2015-03-22T02-39-13+00-00,2015-03-22T02:39:13+00:00,180.017,4317.5535,12839.9795,NA,32.44,12.32,0.001137,22.9714,12,2471.3437336,NA
realtime,2015-03-22T02-42-13+00-00,2015-03-22T02:42:13+00:00,180.041,4317.138,12840.5842,NA,32.42,12.27,0.000805,22.9714,12,2471.3437336,NA
realtime,2015-03-22T02-45-13+00-00,2015-03-22T02:45:13+00:00,180.014,4316.8137,12841.0628,NA,32.41,12.25,0.000474,22.9714,12,2471.3437336,NA
realtime,2015-03-22T02-48-14+00-00,2015-03-22T02:48:14+00:00,180.044,4316.3874,12841.6874,NA,32.41,12.24,1.5e-05,22.9714,12,2471.3437336,NA
realtime,2015-03-22T02-51-14+00-00,2015-03-22T02:51:14+00:00,180.042,4315.9771,12842.2987,NA,32.42,12.24,-0.000342,22.9714,12,2471.3437336,NA
realtime,2015-03-22T02-54-14+00-00,2015-03-22T02:54:14+00:00,180.008,4315.6513,12842.788,NA,32.42,12.23,-0.000545,22.9714,12,2471.3437336,NA
realtime,2015-03-22T02-57-14+00-00,2015-03-22T02:57:14+00:00,180.108,4315.4115,12843.1462,NA,32.42,12.21,-0.000647,22.9714,12,2471.3437336,NA
realtime,2015-03-22T03-00-14+00-00,2015-03-22T03:00:14+00:00,180.078,4314.989,12843.7683,NA,32.42,12.17,-0.000775,22.9714,12,2471.3437336,NA
realtime,2015-03-22T03-03-15+00-00,2015-03-22T03:03:15+00:00,180.073,4314.5434,12844.412,NA,32.42,12.16,-0.000851,22.9714,12,2471.3437336,NA
realtime,2015-03-22T03-06-15+00-00,2015-03-22T03:06:15+00:00,180.07,4314.1344,12844.9975,NA,32.42,12.13,-0.000877,22.9714,12,2471.3437336,NA
realtime,2015-03-22T03-09-15+00-00,2015-03-22T03:09:15+00:00,180.058,4313.6978,12845.5997,NA,32.41,12.1,-0.000902,22.9714,12,2471.3437336,NA
realtime,2015-03-22T03-12-15+00-00,2015-03-22T03:12:15+00:00,180.025,4313.3561,12846.0706,NA,32.41,12.03,-0.000928,22.9714,12,2471.3437336,NA
realtime,2015-03-22T03-15-15+00-00,2015-03-22T03:15:15+00:00,180.038,4312.9164,12846.677,NA,32.42,12.02,-0.000902,22.9714,12,2471.3437336,NA
realtime,2015-03-22T03-18-16+00-00,2015-03-22T03:18:16+00:00,180.143,4312.4705,12847.2999,NA,32.45,12.05,-0.000928,22.9714,12,2471.3437336,NA
realtime,2015-03-22T03-21-16+00-00,2015-03-22T03:21:16+00:00,180.075,4312.132,12847.774,NA,32.47,12.27,-0.000953,22.9714,12,2471.3437336,NA
realtime,2015-03-22T03-24-16+00-00,2015-03-22T03:24:16+00:00,180.012,4311.6972,12848.3792,NA,32.56,12.46,-0.000928,22.9714,12,2471.3437336,NA
realtime,2015-03-22T03-27-16+00-00,2015-03-22T03:27:16+00:00,180.091,4311.2858,12848.9979,NA,32.58,12.49,-0.000953,22.9714,12,2471.3437336,NA
realtime,2015-03-22T03-30-17+00-00,2015-03-22T03:30:17+00:00,180.126,4310.9649,12849.4884,NA,32.58,12.51,-0.000928,22.9714,12,2471.3437336,NA
realtime,2015-03-22T03-33-17+00-00,2015-03-22T03:33:17+00:00,180.052,4310.536,12850.1436,NA,32.59,12.52,-0.000953,22.9714,12,2471.3437336,NA
realtime,2015-03-22T03-36-17+00-00,2015-03-22T03:36:17+00:00,180.141,4310.1449,12850.7478,NA,32.6,12.54,-0.000928,22.9714,12,2471.3437336,NA
realtime,2015-03-22T03-39-17+00-00,2015-03-22T03:39:17+00:00,180.067,4309.7252,12851.3838,NA,32.61,12.62,-0.000953,22.9714,12,2471.3437336,NA
realtime,2015-03-22T03-42-18+00-00,2015-03-22T03:42:18+00:00,180.049,4309.407,12851.8601,NA,32.61,12.66,-0.000953,22.9714,12,2471.3437336,NA
realtime,2015-03-22T03-45-18+00-00,2015-03-22T03:45:18+00:00,180.102,4309.0067,12852.4535,NA,32.62,12.7,-0.000928,19.9363,12,2471.3437336,NA
realtime,2015-03-22T03-48-18+00-00,2015-03-22T03:48:18+00:00,180.059,4308.6012,12853.0632,NA,32.62,12.72,-0.000928,19.4497,12,2471.3437336,NA
realtime,2015-03-22T03-51-18+00-00,2015-03-22T03:51:18+00:00,180.096,4308.1769,12853.6927,NA,32.61,12.74,-0.000902,19.4497,12,2471.3437336,NA
realtime,2015-03-22T03-54-18+00-00,2015-03-22T03:54:18+00:00,180.045,4307.8573,12854.1709,NA,32.61,12.75,-0.000928,19.4497,12,2471.3437336,NA
realtime,2015-03-22T03-57-19+00-00,2015-03-22T03:57:19+00:00,180.118,4307.4467,12854.7907,NA,32.61,12.76,-0.000953,19.4497,12,2471.3437336,NA
realtime,2015-03-22T04-00-19+00-00,2015-03-22T04:00:19+00:00,180.031,4307.0539,12855.3943,NA,32.6,12.74,-0.000928,19.4497,12,2471.3437336,NA
realtime,2015-03-22T04-03-19+00-00,2015-03-22T04:03:19+00:00,180.106,4306.7425,12855.8761,NA,32.6,12.72,-0.000928,19.4497,12,2471.3437336,NA
realtime,2015-03-22T04-06-19+00-00,2015-03-22T04:06:19+00:00,180.067,4306.3231,12856.4859,NA,32.61,12.73,-0.000928,19.6013,12,2471.3437336,NA
realtime,2015-03-22T04-09-20+00-00,2015-03-22T04:09:20+00:00,180.09,4305.9078,12857.0955,NA,32.59,12.72,-0.000928,19.6013,12,2471.3437336,NA
realtime,2015-03-22T04-12-20+00-00,2015-03-22T04:12:20+00:00,180.094,4305.5315,12857.6496,NA,32.58,12.73,-0.000928,19.6013,12,2471.3437336,NA
realtime,2015-03-22T04-15-20+00-00,2015-03-22T04:15:20+00:00,180.12,4305.1271,12858.252,NA,32.57,12.74,-0.000928,31.8867,12,2471.3437336,NA
realtime,2015-03-22T04-18-20+00-00,2015-03-22T04:18:20+00:00,180.024,4304.8079,12858.7285,NA,32.57,12.76,-0.001004,31.8867,12,2471.3437336,NA
realtime,2015-03-22T04-21-21+00-00,2015-03-22T04:21:21+00:00,180.146,4304.4037,12859.3297,NA,32.57,12.76,-0.001055,31.8867,12,2471.3437336,NA
realtime,2015-03-22T04-24-21+00-00,2015-03-22T04:24:21+00:00,180.065,4304.0221,12859.9039,NA,32.56,12.76,-0.001667,31.8867,12,2471.3437336,NA
realtime,2015-03-22T04-27-21+00-00,2015-03-22T04:27:21+00:00,180.138,4303.6382,12900.4756,NA,32.56,12.76,-0.001641,31.8867,12,2471.3437336,NA
realtime,2015-03-22T04-30-21+00-00,2015-03-22T04:30:21+00:00,180.006,4303.326,12900.9445,NA,32.56,12.77,-0.001412,31.8867,12,2471.3437336,NA
realtime,2015-03-22T04-33-21+00-00,2015-03-22T04:33:21+00:00,180.097,4302.9447,12901.5303,NA,32.56,12.78,-0.001157,31.8867,12,2471.3437336,NA
realtime,2015-03-22T04-36-22+00-00,2015-03-22T04:36:22+00:00,180.007,4302.5703,12902.089,NA,32.56,12.78,-0.001055,31.8867,12,2471.3437336,NA
realtime,2015-03-22T04-39-22+00-00,2015-03-22T04:39:22+00:00,180.111,4302.1908,12902.6571,NA,32.56,12.79,-0.000979,31.8867,12,2471.3437336,NA
realtime,2015-03-22T04-42-22+00-00,2015-03-22T04:42:22+00:00,180.074,4301.8081,12903.2426,NA,32.56,12.79,-0.000953,31.8867,12,2471.3437336,NA
realtime,2015-03-22T04-45-22+00-00,2015-03-22T04:45:22+00:00,180.052,4301.4267,12903.8235,NA,32.56,12.79,-0.000953,31.8867,12,2471.3437336,NA
realtime,2015-03-22T04-48-23+00-00,2015-03-22T04:48:23+00:00,180.122,4301.0623,12904.388,NA,32.55,12.81,-0.000928,31.8867,12,2471.3437336,NA
realtime,2015-03-22T04-51-23+00-00,2015-03-22T04:51:23+00:00,180.032,4300.6763,12904.9843,NA,32.55,12.81,-0.000928,31.8867,12,2471.3437336,NA
realtime,2015-03-22T04-54-23+00-00,2015-03-22T04:54:23+00:00,180.002,4300.3734,12905.4565,NA,32.55,12.82,-0.000928,31.8867,12,2471.3437336,NA
realtime,2015-03-22T04-57-23+00-00,2015-03-22T04:57:23+00:00,180.033,4259.9751,12906.0927,NA,32.55,12.83,-0.000953,31.8867,12,2471.3437336,NA
realtime,2015-03-22T05-00-23+00-00,2015-03-22T05:00:23+00:00,180.104,4259.6076,12906.6875,NA,32.55,12.84,-0.000928,31.8867,12,2471.3437336,NA
realtime,2015-03-22T05-03-24+00-00,2015-03-22T05:03:24+00:00,180.067,4259.302,12907.1803,NA,32.56,12.85,-0.000953,31.8867,12,2471.3437336,NA
realtime,2015-03-22T05-06-24+00-00,2015-03-22T05:06:24+00:00,180.058,4258.9323,12907.7999,NA,32.56,12.84,-0.000928,31.8867,12,2471.3437336,NA
realtime,2015-03-22T05-09-24+00-00,2015-03-22T05:09:24+00:00,180.14,4258.5466,12908.4412,NA,32.55,12.85,-0.000928,31.8867,12,2471.3437336,NA
realtime,2015-03-22T05-12-24+00-00,2015-03-22T05:12:24+00:00,180.033,4258.2453,12908.9406,NA,32.56,12.86,-0.000928,31.8867,12,2471.3437336,NA
realtime,2015-03-22T05-15-24+00-00,2015-03-22T05:15:24+00:00,180.021,4257.8531,12909.5504,NA,32.57,12.86,-0.000928,31.8867,12,2471.3437336,NA
realtime,2015-03-22T05-18-25+00-00,2015-03-22T05:18:25+00:00,180.029,4257.4502,12910.1898,NA,32.58,12.83,-0.000953,31.8867,12,2471.3437336,NA
realtime,2015-03-22T05-21-25+00-00,2015-03-22T05:21:25+00:00,180.012,4257.058,12910.8054,NA,32.59,12.84,-0.000928,31.8867,12,2471.3437336,NA
realtime,2015-03-22T05-24-25+00-00,2015-03-22T05:24:25+00:00,180.14,4256.746,12911.2926,NA,32.59,12.8,-0.000953,31.8867,12,2471.3437336,NA
realtime,2015-03-22T05-27-25+00-00,2015-03-22T05:27:25+00:00,180.062,4256.339,12911.9309,NA,32.6,12.79,-0.000953,31.8867,12,2471.3437336,NA
realtime,2015-03-22T05-30-26+00-00,2015-03-22T05:30:26+00:00,180.022,4255.9434,12912.53,NA,32.6,12.79,-0.000953,31.8867,12,2471.3437336,NA
realtime,2015-03-22T05-33-26+00-00,2015-03-22T05:33:26+00:00,180.05,4255.6319,12913.0056,NA,32.6,12.77,-0.000928,31.8867,12,2471.3437336,NA
realtime,2015-03-22T05-36-26+00-00,2015-03-22T05:36:26+00:00,180.032,4255.2113,12913.6391,NA,32.6,12.76,-0.000928,31.8867,12,2471.3437336,NA
realtime,2015-03-22T05-39-26+00-00,2015-03-22T05:39:26+00:00,180.149,4254.8257,12914.2133,NA,32.61,12.78,-0.000928,31.8867,12,2471.3437336,NA
realtime,2015-03-22T05-42-26+00-00,2015-03-22T05:42:26+00:00,180.07,4254.4072,12914.8306,NA,32.61,12.8,-0.000953,31.8867,12,2471.3437336,NA
realtime,2015-03-22T05-45-27+00-00,2015-03-22T05:45:27+00:00,180.027,4254.0803,12915.294,NA,32.6,12.79,-0.001157,31.8867,12,2471.3437336,NA
realtime,2015-03-22T05-48-27+00-00,2015-03-22T05:48:27+00:00,180.033,4253.656,12915.9086,NA,32.6,12.78,-0.000953,31.8867,12,2471.3437336,NA
realtime,2015-03-22T05-51-27+00-00,2015-03-22T05:51:27+00:00,180.018,4253.233,12916.5151,NA,32.59,12.79,-0.000953,31.8867,12,2471.3437336,NA
realtime,2015-03-22T05-54-27+00-00,2015-03-22T05:54:27+00:00,180.072,4252.9136,12916.9816,NA,32.6,12.78,-0.000953,31.8867,12,2471.3437336,NA
realtime,2015-03-22T05-57-27+00-00,2015-03-22T05:57:27+00:00,180.013,4252.4817,12917.614,NA,32.6,12.79,-0.000953,31.8867,12,2471.3437336,NA
realtime,2015-03-22T06-00-28+00-00,2015-03-22T06:00:28+00:00,180.023,4252.1587,12918.0815,NA,32.6,12.78,-0.000953,31.8867,12,2471.3437336,NA
realtime,2015-03-22T06-03-28+00-00,2015-03-22T06:03:28+00:00,180.003,4251.734,12918.6948,NA,32.6,12.78,-0.000953,31.8867,12,2471.3437336,NA
realtime,2015-03-22T06-06-28+00-00,2015-03-22T06:06:28+00:00,180.063,4251.3176,12919.297,NA,32.6,12.79,-0.000953,31.8867,12,2471.3437336,NA
realtime,2015-03-22T06-09-28+00-00,2015-03-22T06:09:28+00:00,180.006,4250.9807,12919.7759,NA,32.6,12.79,-0.000979,31.8867,12,2471.3437336,NA
realtime,2015-03-22T06-12-28+00-00,2015-03-22T06:12:28+00:00,180.037,4250.5449,12920.4052,NA,32.6,12.79,-0.000979,31.8867,12,2471.3437336,NA
realtime,2015-03-22T06-15-28+00-00,2015-03-22T06:15:28+00:00,180.032,4250.1195,12921.0227,NA,32.6,12.78,-0.001004,31.8867,12,2471.3437336,NA
realtime,2015-03-22T06-18-29+00-00,2015-03-22T06:18:29+00:00,180.055,4249.8055,12921.4998,NA,32.6,12.78,-0.001004,31.8867,12,2471.3437336,NA
realtime,2015-03-22T06-21-29+00-00,2015-03-22T06:21:29+00:00,180.022,4249.4166,12922.1121,NA,32.6,12.77,-0.001004,31.8867,12,2471.3437336,NA
realtime,2015-03-22T06-24-29+00-00,2015-03-22T06:24:29+00:00,180.008,4249.0071,12922.7595,NA,32.6,12.77,-0.000979,31.8867,12,2471.3437336,NA
realtime,2015-03-22T06-27-29+00-00,2015-03-22T06:27:29+00:00,180.013,4248.6035,12923.4008,NA,32.59,12.76,-0.000979,31.8867,12,2471.3437336,NA
realtime,2015-03-22T06-30-29+00-00,2015-03-22T06:30:29+00:00,180.065,4248.3164,12923.8644,NA,32.6,12.8,-0.000979,31.8867,12,2471.3437336,NA
realtime,2015-03-22T06-33-29+00-00,2015-03-22T06:33:29+00:00,180.014,4247.9022,12924.5218,NA,32.59,12.81,-0.000953,31.8867,12,2471.3437336,NA
realtime,2015-03-22T06-36-30+00-00,2015-03-22T06:36:30+00:00,180.021,4247.4853,12925.1735,NA,32.59,12.83,-0.000953,31.8867,12,2471.3437336,NA
realtime,2015-03-22T06-39-30+00-00,2015-03-22T06:39:30+00:00,180.003,4247.1633,12925.6676,NA,32.59,12.84,-0.000953,31.8867,12,2471.3437336,NA
realtime,2015-03-22T06-42-30+00-00,2015-03-22T06:42:30+00:00,180.062,4246.734,12926.3173,NA,32.58,12.85,-0.001004,31.8867,12,2471.3437336,NA
realtime,2015-03-22T06-45-30+00-00,2015-03-22T06:45:30+00:00,180.148,4246.3161,12926.947,NA,32.58,12.85,-0.000953,31.8867,12,2471.3437336,NA
realtime,2015-03-22T06-48-30+00-00,2015-03-22T06:48:30+00:00,180.063,4245.908,12927.57,NA,32.58,12.85,-0.000979,31.8867,12,2471.3437336,NA
realtime,2015-03-22T06-51-31+00-00,2015-03-22T06:51:31+00:00,180.037,4245.5852,12928.0744,NA,32.58,12.85,-0.000953,31.8867,12,2471.3437336,NA
realtime,2015-03-22T06-54-31+00-00,2015-03-22T06:54:31+00:00,180.008,4245.1662,12928.6831,NA,32.58,12.84,-0.000953,31.8867,12,2471.3437336,NA
realtime,2015-03-22T06-57-31+00-00,2015-03-22T06:57:31+00:00,180.149,4244.7367,12929.282,NA,32.58,12.84,-0.000953,31.8867,12,2471.3437336,NA
realtime,2015-03-22T07-00-31+00-00,2015-03-22T07:00:31+00:00,180.063,4244.3247,12929.8623,NA,32.58,12.84,-0.000979,31.8867,12,2471.3437336,NA
realtime,2015-03-22T07-03-32+00-00,2015-03-22T07:03:32+00:00,180.022,4243.8985,12930.4719,NA,32.57,12.81,-0.000953,31.8867,12,2471.3437336,NA
realtime,2015-03-22T07-06-32+00-00,2015-03-22T07:06:32+00:00,180.02,4243.56,12930.9615,NA,32.55,12.77,-0.000953,31.8867,12,2471.3437336,NA
realtime,2015-03-22T07-09-32+00-00,2015-03-22T07:09:32+00:00,180.004,4243.1477,12931.5748,NA,32.54,12.75,-0.000953,31.8867,12,2471.3437336,NA
realtime,2015-03-22T07-12-32+00-00,2015-03-22T07:12:32+00:00,180.046,4242.7395,12932.1773,NA,32.55,12.76,-0.000953,31.8867,12,2471.3437336,NA
realtime,2015-03-22T07-15-32+00-00,2015-03-22T07:15:32+00:00,180.028,4242.3283,12932.7923,NA,32.55,12.76,-0.000928,31.8867,12,2471.3437336,NA
realtime,2015-03-22T07-18-32+00-00,2015-03-22T07:18:32+00:00,180.046,4241.9057,12933.412,NA,32.55,12.76,-0.000953,31.8867,12,2471.3437336,NA
realtime,2015-03-22T07-21-33+00-00,2015-03-22T07:21:33+00:00,180.021,4241.5788,12933.8801,NA,32.55,12.73,-0.000953,31.8867,12,2471.3437336,NA
realtime,2015-03-22T07-24-33+00-00,2015-03-22T07:24:33+00:00,180.039,4241.1668,12934.4752,NA,32.55,12.73,-0.000928,31.8867,12,2471.3437336,NA
realtime,2015-03-22T07-27-33+00-00,2015-03-22T07:27:33+00:00,180.086,4240.757,12935.0637,NA,32.54,12.78,-0.000953,31.8867,12,2471.3437336,NA
realtime,2015-03-22T07-30-33+00-00,2015-03-22T07:30:33+00:00,180.014,4240.35,12935.6728,NA,32.55,12.84,-0.000953,31.8867,12,2471.3437336,NA
realtime,2015-03-22T07-33-33+00-00,2015-03-22T07:33:33+00:00,180.053,4240.0288,12936.1593,NA,32.55,12.87,-0.000953,31.8867,12,2471.3437336,NA
realtime,2015-03-22T07-36-34+00-00,2015-03-22T07:36:34+00:00,180.035,4239.6182,12936.7816,NA,32.55,12.89,-0.000979,31.8867,12,2471.3437336,NA
realtime,2015-03-22T07-39-34+00-00,2015-03-22T07:39:34+00:00,180.01,4239.194,12937.4247,NA,32.55,12.88,-0.000953,31.8867,12,2471.3437336,NA
realtime,2015-03-22T07-42-34+00-00,2015-03-22T07:42:34+00:00,180.021,4238.8681,12937.9247,NA,32.54,12.84,-0.001234,31.8867,12,2471.3437336,NA
realtime,2015-03-22T07-45-34+00-00,2015-03-22T07:45:34+00:00,180.031,4238.459,12938.556,NA,32.52,12.8,-0.000953,31.8867,12,2471.3437336,NA
realtime,2015-03-22T07-48-34+00-00,2015-03-22T07:48:34+00:00,180.05,4238.1402,12939.0522,NA,32.51,12.78,-0.000953,31.8867,12,2471.3437336,NA
realtime,2015-03-22T07-51-34+00-00,2015-03-22T07:51:34+00:00,180.031,4237.7358,12939.6895,NA,32.51,12.77,-0.000953,31.8867,12,2471.3437336,NA
realtime,2015-03-22T07-54-35+00-00,2015-03-22T07:54:35+00:00,180.006,4237.3257,12940.3336,NA,32.5,12.78,-0.001234,31.8867,12,2471.3437336,NA
realtime,2015-03-22T07-57-35+00-00,2015-03-22T07:57:35+00:00,180.061,4237.0136,12940.8289,NA,32.51,12.78,-0.000953,31.8867,12,2471.3437336,NA
realtime,2015-03-22T08-00-35+00-00,2015-03-22T08:00:35+00:00,180.14,4236.5981,12941.468,NA,32.52,12.83,-0.000928,31.8867,12,2471.3437336,NA
realtime,2015-03-22T08-03-35+00-00,2015-03-22T08:03:35+00:00,180.07,4236.1748,12942.1085,NA,32.54,12.87,-0.000953,31.8867,12,2471.3437336,NA
realtime,2015-03-22T08-06-36+00-00,2015-03-22T08:06:36+00:00,180.066,4235.8517,12942.5824,NA,32.55,12.88,-0.000953,31.8867,12,2471.3437336,NA
realtime,2015-03-22T08-09-36+00-00,2015-03-22T08:09:36+00:00,180.09,4235.4211,12943.2101,NA,32.56,12.89,-0.000953,31.8867,12,2471.3437336,NA
realtime,2015-03-22T08-12-36+00-00,2015-03-22T08:12:36+00:00,180.142,4234.9974,12943.8269,NA,32.56,12.89,-0.000953,31.8867,12,2471.3437336,NA
realtime,2015-03-22T08-15-36+00-00,2015-03-22T08:15:36+00:00,180.082,4234.6719,12944.3107,NA,32.56,12.88,-0.000953,31.8867,12,2471.3437336,NA
realtime,2015-03-22T08-18-37+00-00,2015-03-22T08:18:37+00:00,180.052,4234.2606,12944.9196,NA,32.56,12.88,-0.000928,31.8867,12,2471.3437336,NA
realtime,2015-03-22T08-21-37+00-00,2015-03-22T08:21:37+00:00,180.016,4233.8375,12945.5407,NA,32.56,12.88,-0.001259,31.8867,12,2471.3437336,NA
realtime,2015-03-22T08-24-37+00-00,2015-03-22T08:24:37+00:00,180.03,4233.5137,12946.0161,NA,32.57,12.88,-0.000953,31.8867,12,2471.3437336,NA
realtime,2015-03-22T08-27-37+00-00,2015-03-22T08:27:37+00:00,180.125,4233.096,12946.6304,NA,32.57,12.9,-0.000928,31.8867,12,2471.3437336,NA
realtime,2015-03-22T08-30-37+00-00,2015-03-22T08:30:37+00:00,180.067,4232.6894,12947.2332,NA,32.57,12.9,-0.000979,31.8867,12,2471.3437336,NA
