cruise,file,date,file_duration,lat,lon,conductivity,salinity,ocean_tmp,par,bulk_red,stream_pressure,flow_rate,event_rate
realtime,2015-03-21T04-52-20+00-00,2015-03-21T04:52:20+00:00,180.067,4607.8417,12418.137,NA,31.7,11.69,-0.000979,57.246,10.89,2373.73051217235,NA
realtime,2015-03-21T04-55-20+00-00,2015-03-21T04:55:20+00:00,180.051,4607.6144,12418.5073,NA,31.73,11.7,-0.000979,57.246,12,2471.3437336,NA
realtime,2015-03-21T04-58-20+00-00,2015-03-21T04:58:20+00:00,180.103,4607.2309,12419.1223,NA,31.8,11.74,-0.000979,57.246,12,2471.3437336,NA
realtime,2015-03-21T05-01-21+00-00,2015-03-21T05:01:21+00:00,180.101,4606.8233,12419.7616,NA,31.83,11.83,-0.000953,57.246,12,2471.3437336,NA
realtime,2015-03-21T05-04-21+00-00,2015-03-21T05:04:21+00:00,180.004,4606.4189,12420.4016,NA,31.83,11.84,-0.000979,57.246,12,2471.3437336,NA
realtime,2015-03-21T05-07-21+00-00,2015-03-21T05:07:21+00:00,180.028,4606.1068,12420.9008,NA,31.85,11.84,-0.001004,57.246,12,2471.3437336,NA
realtime,2015-03-21T05-10-21+00-00,2015-03-21T05:10:21+00:00,180.143,4605.6895,12421.5619,NA,31.83,11.74,-0.000953,57.246,12,2471.3437336,NA
realtime,2015-03-21T05-13-22+00-00,2015-03-21T05:13:22+00:00,180.062,4605.3829,12422.0593,NA,31.83,11.72,-0.001004,57.246,12,2471.3437336,NA
realtime,2015-03-21T05-16-22+00-00,2015-03-21T05:16:22+00:00,180.041,4604.9808,12422.7198,NA,31.85,11.74,-0.000979,38.5522,12,2471.3437336,NA
realtime,2015-03-21T05-19-22+00-00,2015-03-21T05:19:22+00:00,180.031,4604.5814,12423.3424,NA,31.86,11.73,-0.000979,38.5522,12,2471.3437336,NA
realtime,2015-03-21T05-22-22+00-00,2015-03-21T05:22:22+00:00,180.11,4604.1817,12423.989,NA,31.89,11.8,-0.000979,38.5522,12,2471.3437336,NA
realtime,2015-03-21T05-25-22+00-00,2015-03-21T05:25:22+00:00,180.078,4603.8679,12424.4674,NA,31.88,11.8,-0.000979,38.5522,12,2471.3437336,NA
realtime,2015-03-21T05-28-23+00-00,2015-03-21T05:28:23+00:00,180.018,4603.4675,12425.0843,NA,31.91,11.83,-0.000953,38.5522,12,2471.3437336,NA
realtime,2015-03-21T05-31-23+00-00,2015-03-21T05:31:23+00:00,180.021,4603.0569,12425.717,NA,31.88,11.75,-0.000953,38.5522,12,2471.3437336,NA
realtime,2015-03-21T05-34-23+00-00,2015-03-21T05:34:23+00:00,180.007,4602.75,12426.1914,NA,31.87,11.74,-0.000979,38.5522,12,2471.3437336,NA
realtime,2015-03-21T05-37-23+00-00,2015-03-21T05:37:23+00:00,180.002,4602.3577,12426.7981,NA,31.87,11.73,-0.000979,38.5522,12,2471.3437336,NA
realtime,2015-03-21T05-40-23+00-00,2015-03-21T05:40:23+00:00,180.125,4601.9454,12427.4283,NA,31.89,11.73,-0.000979,38.5522,12,2471.3437336,NA
realtime,2015-03-21T05-43-24+00-00,2015-03-21T05:43:24+00:00,180.071,4601.5334,12428.075,NA,31.96,11.86,-0.000979,38.5522,12,2471.3437336,NA
realtime,2015-03-21T05-46-24+00-00,2015-03-21T05:46:24+00:00,180.048,4601.1526,12428.6324,NA,32.11,11.86,-0.000979,38.5522,12,2471.3437336,NA
realtime,2015-03-21T05-49-24+00-00,2015-03-21T05:49:24+00:00,180.015,4600.8396,12429.0831,NA,32.09,11.92,-0.000979,38.5522,12,2471.3437336,NA
realtime,2015-03-21T05-52-24+00-00,2015-03-21T05:52:24+00:00,180.083,4600.4381,12429.6625,NA,32.06,11.92,-0.000979,38.5522,12,2471.3437336,NA
realtime,2015-03-21T05-55-24+00-00,2015-03-21T05:55:24+00:00,180.027,4559.9967,12430.2515,NA,31.91,12.04,-0.000979,38.5522,12,2471.3437336,NA
realtime,2015-03-21T05-58-24+00-00,2015-03-21T05:58:24+00:00,180.097,4559.6573,12430.704,NA,31.88,12.07,-0.000979,38.5522,12,2471.3437336,NA
realtime,2015-03-21T06-01-25+00-00,2015-03-21T06:01:25+00:00,180.142,4559.2041,12431.3083,NA,31.84,12.09,-0.000979,38.5522,12,2471.3437336,NA
realtime,2015-03-21T06-04-25+00-00,2015-03-21T06:04:25+00:00,180.06,4558.7811,12431.8847,NA,31.79,12.13,-0.000953,38.5522,12,2471.3437336,NA
realtime,2015-03-21T06-07-25+00-00,2015-03-21T06:07:25+00:00,180.01,4558.3206,12432.5134,NA,31.72,12.15,-0.000979,38.5522,12,2471.3437336,NA
realtime,2015-03-21T06-10-25+00-00,2015-03-21T06:10:25+00:00,180.078,4557.892,12433.1092,NA,31.63,12.16,-0.000979,38.5522,12,2471.3437336,NA
realtime,2015-03-21T06-13-26+00-00,2015-03-21T06:13:26+00:00,180.146,4557.5498,12433.5905,NA,31.59,12.16,-0.001004,38.5522,12,2471.3437336,NA
realtime,2015-03-21T06-16-26+00-00,2015-03-21T06:16:26+00:00,180.071,4557.0852,12434.247,NA,31.56,12.16,-0.001132,38.5522,12,2471.3437336,NA
realtime,2015-03-21T06-19-26+00-00,2015-03-21T06:19:26+00:00,180.006,4556.6611,12434.8503,NA,31.52,12.16,-0.000979,38.5522,12,2471.3437336,NA
realtime,2015-03-21T06-22-26+00-00,2015-03-21T06:22:26+00:00,180.001,4556.3234,12435.3307,NA,31.52,12.15,-0.000953,38.5522,12,2471.3437336,NA
realtime,2015-03-21T06-25-26+00-00,2015-03-21T06:25:26+00:00,180.024,4555.8688,12435.9853,NA,31.56,12.13,-0.000953,38.5522,12,2471.3437336,NA
realtime,2015-03-21T06-28-27+00-00,2015-03-21T06:28:27+00:00,180.107,4555.4554,12436.6014,NA,31.56,12.16,-0.000953,38.5522,12,2471.3437336,NA
realtime,2015-03-21T06-31-27+00-00,2015-03-21T06:31:27+00:00,180.064,4555.0465,12437.2485,NA,31.51,12.17,-0.000979,38.5522,12,2471.3437336,NA
realtime,2015-03-21T06-34-27+00-00,2015-03-21T06:34:27+00:00,180.059,4554.6283,12437.8882,NA,31.47,12.18,-0.000979,38.5522,12,2471.3437336,NA
realtime,2015-03-21T06-37-27+00-00,2015-03-21T06:37:27+00:00,180.054,4554.2924,12438.4084,NA,31.46,12.18,-0.000979,38.5522,12,2471.3437336,NA
realtime,2015-03-21T06-40-28+00-00,2015-03-21T06:40:28+00:00,180.143,4553.866,12439.0772,NA,31.46,12.18,-0.000953,38.5522,12,2471.3437336,NA
realtime,2015-03-21T06-43-28+00-00,2015-03-21T06:43:28+00:00,180.058,4553.4368,12439.7526,NA,31.48,12.18,-0.000979,38.5522,12,2471.3437336,NA
realtime,2015-03-21T06-46-28+00-00,2015-03-21T06:46:28+00:00,180.102,4553.1034,12440.2764,NA,31.47,12.17,-0.000953,38.5522,12,2471.3437336,NA
realtime,2015-03-21T06-49-28+00-00,2015-03-21T06:49:28+00:00,180.133,4552.6831,12440.948,NA,31.48,12.17,-0.000979,38.5522,12,2471.3437336,NA
realtime,2015-03-21T06-52-29+00-00,2015-03-21T06:52:29+00:00,180.067,4552.2725,12441.6065,NA,31.45,12.16,-0.000953,38.5522,12,2471.3437336,NA
realtime,2015-03-21T06-55-29+00-00,2015-03-21T06:55:29+00:00,180.054,4551.8936,12442.2254,NA,31.45,12.16,-0.000953,38.5522,12,2471.3437336,NA
realtime,2015-03-21T06-58-29+00-00,2015-03-21T06:58:29+00:00,180.114,4551.4993,12442.8812,NA,31.47,12.15,-0.000979,38.5522,12,2471.3437336,NA
realtime,2015-03-21T07-01-29+00-00,2015-03-21T07:01:29+00:00,180.056,4551.1028,12443.5358,NA,31.49,12.15,-0.000953,38.5522,12,2471.3437336,NA
realtime,2015-03-21T07-04-29+00-00,2015-03-21T07:04:29+00:00,180.046,4550.7796,12444.0759,NA,31.5,12.15,-0.000979,38.5522,12,2471.3437336,NA
realtime,2015-03-21T07-07-30+00-00,2015-03-21T07:07:30+00:00,180.005,4550.3541,12444.7831,NA,31.51,12.16,-0.000979,38.5522,12,2471.3437336,NA
realtime,2015-03-21T07-10-30+00-00,2015-03-21T07:10:30+00:00,180.003,4549.9894,12445.3958,NA,31.53,12.16,-0.000953,38.5522,12,2471.3437336,NA
realtime,2015-03-21T07-13-30+00-00,2015-03-21T07:13:30+00:00,180.062,4549.5887,12446.0318,NA,31.54,12.17,-0.000979,38.5522,12,2471.3437336,NA
realtime,2015-03-21T07-16-30+00-00,2015-03-21T07:16:30+00:00,180.018,4549.1612,12446.7049,NA,31.55,12.17,-0.000953,38.5522,12,2471.3437336,NA
realtime,2015-03-21T07-19-30+00-00,2015-03-21T07:19:30+00:00,180.011,4548.7504,12447.3269,NA,31.55,12.16,-0.001336,38.5522,12,2471.3437336,NA
realtime,2015-03-21T07-22-30+00-00,2015-03-21T07:22:30+00:00,180.138,4548.4206,12447.8188,NA,31.55,12.16,-0.001106,38.5522,12,2471.3437336,NA
realtime,2015-03-21T07-25-31+00-00,2015-03-21T07:25:31+00:00,180.086,4548.0108,12448.4368,NA,31.55,12.17,-0.000928,38.5522,12,2471.3437336,NA
realtime,2015-03-21T07-28-31+00-00,2015-03-21T07:28:31+00:00,180.001,4547.6256,12449.014,NA,31.56,12.16,-0.000953,38.5522,12,2471.3437336,NA
realtime,2015-03-21T07-31-31+00-00,2015-03-21T07:31:31+00:00,180.048,4547.1861,12449.6764,NA,31.57,12.15,-0.000928,38.5522,12,2471.3437336,NA
realtime,2015-03-21T07-34-31+00-00,2015-03-21T07:34:31+00:00,180.132,4546.754,12450.3426,NA,31.56,12.14,-0.000928,38.5522,12,2471.3437336,NA
realtime,2015-03-21T07-37-32+00-00,2015-03-21T07:37:32+00:00,180.046,4546.4349,12450.8418,NA,31.55,12.14,-0.000928,38.5522,12,2471.3437336,NA
realtime,2015-03-21T07-40-32+00-00,2015-03-21T07:40:32+00:00,180.147,4546.0199,12451.4987,NA,31.54,12.14,-0.000928,38.5522,12,2471.3437336,NA
realtime,2015-03-21T07-43-32+00-00,2015-03-21T07:43:32+00:00,180.04,4545.6325,12452.1154,NA,31.59,12.1,-0.000953,38.5522,12,2471.3437336,NA
realtime,2015-03-21T07-46-32+00-00,2015-03-21T07:46:32+00:00,180.059,4545.3265,12452.5959,NA,31.75,12.09,-0.000953,38.5522,12,2471.3437336,NA
realtime,2015-03-21T07-49-33+00-00,2015-03-21T07:49:33+00:00,180.054,4544.9078,12453.2397,NA,31.8,12.08,-0.000928,38.5522,12,2471.3437336,NA
realtime,2015-03-21T07-52-33+00-00,2015-03-21T07:52:33+00:00,180.148,4544.522,12453.8412,NA,31.82,12.07,-0.000928,38.5522,12,2471.3437336,NA
realtime,2015-03-21T07-55-33+00-00,2015-03-21T07:55:33+00:00,180.073,4544.1271,12454.4659,NA,31.8,12.08,-0.000953,38.5522,12,2471.3437336,NA
realtime,2015-03-21T07-58-33+00-00,2015-03-21T07:58:33+00:00,180.012,4543.8136,12454.9663,NA,31.79,12.08,-0.000953,38.5522,12,2471.3437336,NA
realtime,2015-03-21T08-01-33+00-00,2015-03-21T08:01:33+00:00,180.039,4543.4013,12455.6214,NA,31.79,12.08,-0.000928,38.5522,12,2471.3437336,NA
realtime,2015-03-21T08-04-34+00-00,2015-03-21T08:04:34+00:00,180.059,4542.9982,12456.2574,NA,31.78,12.08,-0.000928,38.5522,12,2471.3437336,NA
realtime,2015-03-21T08-07-34+00-00,2015-03-21T08:07:34+00:00,180.146,4542.6908,12456.752,NA,31.76,12.07,-0.000928,38.5522,12,2471.3437336,NA
realtime,2015-03-21T08-10-34+00-00,2015-03-21T08:10:34+00:00,180.054,4542.3035,12457.3818,NA,31.74,12.08,-0.000928,38.5522,12,2471.3437336,NA
realtime,2015-03-21T08-13-34+00-00,2015-03-21T08:13:34+00:00,180.063,4541.9141,12458.028,NA,31.72,12.08,-0.000928,38.5522,12,2471.3437336,NA
realtime,2015-03-21T08-16-35+00-00,2015-03-21T08:16:35+00:00,180.005,4541.6164,12458.5081,NA,31.69,12.09,-0.000928,38.5522,12,2471.3437336,NA
realtime,2015-03-21T08-19-35+00-00,2015-03-21T08:19:35+00:00,180.051,4541.238,12459.1086,NA,31.67,12.08,-0.000953,38.5522,12,2471.3437336,NA
realtime,2015-03-21T08-22-35+00-00,2015-03-21T08:22:35+00:00,180.085,4540.8498,12459.7274,NA,31.67,12.08,-0.000928,38.5522,12,2471.3437336,NA
realtime,2015-03-21T08-25-35+00-00,2015-03-21T08:25:35+00:00,180.081,4540.4616,12500.3415,NA,31.63,12.1,-0.000953,38.5522,12,2471.3437336,NA
realtime,2015-03-21T08-28-35+00-00,2015-03-21T08:28:35+00:00,180.034,4540.174,12500.8019,NA,31.59,12.12,-0.000928,38.5522,12,2471.3437336,NA
realtime,2015-03-21T08-31-36+00-00,2015-03-21T08:31:36+00:00,180.031,4539.7941,12501.4007,NA,31.57,12.12,-0.000979,38.5522,12,2471.3437336,NA
realtime,2015-03-21T08-34-36+00-00,2015-03-21T08:34:36+00:00,180.009,4539.4249,12501.961,NA,31.56,12.12,-0.000928,38.5522,12,2471.3437336,NA
realtime,2015-03-21T08-37-36+00-00,2015-03-21T08:37:36+00:00,180.017,4539.1198,12502.4274,NA,31.57,12.11,-0.000928,38.5522,12,2471.3437336,NA
realtime,2015-03-21T08-40-36+00-00,2015-03-21T08:40:36+00:00,180.019,4538.726,12503.0225,NA,31.58,12.11,-0.000902,38.5522,12,2471.3437336,NA
realtime,2015-03-21T08-43-36+00-00,2015-03-21T08:43:36+00:00,180.012,4538.3437,12503.5939,NA,31.58,12.12,-0.000928,38.5522,12,2471.3437336,NA
realtime,2015-03-21T08-46-36+00-00,2015-03-21T08:46:36+00:00,180.148,4537.9775,12504.114,NA,31.64,12.16,-0.000928,38.5522,12,2471.3437336,NA
realtime,2015-03-21T08-49-37+00-00,2015-03-21T08:49:37+00:00,180.043,4537.6044,12504.6604,NA,31.63,12.16,-0.000928,38.5522,12,2471.3437336,NA
realtime,2015-03-21T08-52-37+00-00,2015-03-21T08:52:37+00:00,180.017,4537.3078,12505.1134,NA,31.6,12.16,-0.000928,38.5522,12,2471.3437336,NA
realtime,2015-03-21T08-55-37+00-00,2015-03-21T08:55:37+00:00,180.086,4536.9588,12505.6386,NA,31.64,12.16,-0.000928,38.5522,12,2471.3437336,NA
realtime,2015-03-21T08-58-37+00-00,2015-03-21T08:58:37+00:00,180.021,4536.5626,12506.2275,NA,31.71,12.16,-0.000928,38.5522,12,2471.3437336,NA
realtime,2015-03-21T09-01-37+00-00,2015-03-21T09:01:37+00:00,180.146,4536.203,12506.7625,NA,31.74,12.16,-0.000928,38.5522,12,2471.3437336,NA
realtime,2015-03-21T09-04-38+00-00,2015-03-21T09:04:38+00:00,180.067,4535.7999,12507.3403,NA,31.82,12.19,-0.000928,38.5522,12,2471.3437336,NA
realtime,2015-03-21T09-07-38+00-00,2015-03-21T09:07:38+00:00,180.059,4535.501,12507.7999,NA,31.83,12.18,-0.000928,38.5522,12,2471.3437336,NA
realtime,2015-03-21T09-10-38+00-00,2015-03-21T09:10:38+00:00,180.034,4535.1308,12508.4144,NA,31.85,12.15,-0.000928,38.5522,12,2471.3437336,NA
realtime,2015-03-21T09-13-38+00-00,2015-03-21T09:13:38+00:00,180.149,4534.7652,12509.038,NA,31.91,12.11,-0.000928,38.5522,12,2471.3437336,NA
realtime,2015-03-21T09-16-39+00-00,2015-03-21T09:16:39+00:00,180.077,4534.4853,12509.5166,NA,31.96,12.09,-0.000928,38.5522,12,2471.3437336,NA
realtime,2015-03-21T09-19-39+00-00,2015-03-21T09:19:39+00:00,180.002,4534.0956,12510.1507,NA,32.01,12.07,-0.000953,38.5522,12,2471.3437336,NA
realtime,2015-03-21T09-22-39+00-00,2015-03-21T09:22:39+00:00,180.005,4533.7976,12510.6214,NA,32.06,12.06,-0.000928,38.5522,12,2471.3437336,NA
realtime,2015-03-21T09-25-39+00-00,2015-03-21T09:25:39+00:00,180.021,4533.3798,12511.2449,NA,32.1,12.04,-0.000953,38.5522,12,2471.3437336,NA
realtime,2015-03-21T09-28-39+00-00,2015-03-21T09:28:39+00:00,180.012,4532.972,12511.8718,NA,32.15,11.98,-0.000953,38.5522,12,2471.3437336,NA
realtime,2015-03-21T09-31-40+00-00,2015-03-21T09:31:40+00:00,180.011,4532.5788,12512.4731,NA,32.27,11.84,-0.001132,38.5522,12,2471.3437336,NA
realtime,2015-03-21T09-34-40+00-00,2015-03-21T09:34:40+00:00,180.081,4532.2689,12512.9564,NA,32.32,11.69,-0.000953,38.5522,12,2471.3437336,NA
realtime,2015-03-21T09-37-40+00-00,2015-03-21T09:37:40+00:00,180.148,4531.8936,12513.5566,NA,32.37,11.62,-0.00131,38.5522,12,2471.3437336,NA
realtime,2015-03-21T09-40-40+00-00,2015-03-21T09:40:40+00:00,180.073,4531.499,12514.1894,NA,32.39,11.59,-0.000928,38.5522,12,2471.3437336,NA
realtime,2015-03-21T09-43-40+00-00,2015-03-21T09:43:40+00:00,180.069,4531.1215,12514.792,NA,32.39,11.6,-0.000928,38.5522,12,2471.3437336,NA
realtime,2015-03-21T09-46-41+00-00,2015-03-21T09:46:41+00:00,180.054,4530.7616,12515.3866,NA,32.39,11.57,-0.000928,38.5522,12,2471.3437336,NA
realtime,2015-03-21T09-49-41+00-00,2015-03-21T09:49:41+00:00,180.008,4530.4509,12515.8786,NA,32.39,11.59,-0.000953,38.5522,12,2471.3437336,NA
realtime,2015-03-21T09-52-41+00-00,2015-03-21T09:52:41+00:00,180.069,4530.0602,12516.5053,NA,32.35,11.58,-0.000953,38.5522,12,2471.3437336,NA
realtime,2015-03-21T09-55-41+00-00,2015-03-21T09:55:41+00:00,180.062,4529.7535,12517.0013,NA,32.34,11.58,-0.000953,38.5522,12,2471.3437336,NA
realtime,2015-03-21T09-58-41+00-00,2015-03-21T09:58:41+00:00,180.063,4529.3607,12517.6393,NA,32.33,11.54,-0.000953,38.5522,12,2471.3437336,NA
realtime,2015-03-21T10-01-42+00-00,2015-03-21T10:01:42+00:00,180.018,4528.9961,12518.2107,NA,32.35,11.54,-0.000953,38.5522,12,2471.3437336,NA
realtime,2015-03-21T10-04-42+00-00,2015-03-21T10:04:42+00:00,180.056,4528.6072,12518.835,NA,32.38,11.54,-0.000953,38.5522,12,2471.3437336,NA
realtime,2015-03-21T10-07-42+00-00,2015-03-21T10:07:42+00:00,180.077,4528.2269,12519.4385,NA,32.39,11.53,-0.000953,38.5522,12,2471.3437336,NA
realtime,2015-03-21T10-10-42+00-00,2015-03-21T10:10:42+00:00,180.139,4527.8488,12520.0384,NA,32.39,11.55,-0.000953,38.5522,12,2471.3437336,NA
realtime,2015-03-21T10-13-43+00-00,2015-03-21T10:13:43+00:00,180.066,4527.4328,12520.6707,NA,32.39,11.57,-0.000928,38.5522,12,2471.3437336,NA
realtime,2015-03-21T10-16-43+00-00,2015-03-21T10:16:43+00:00,180.097,4527.1185,12521.1462,NA,32.39,11.57,-0.000953,38.5522,12,2471.3437336,NA
realtime,2015-03-21T10-19-43+00-00,2015-03-21T10:19:43+00:00,180.126,4526.7316,12521.7152,NA,32.39,11.56,-0.000928,38.5522,12,2471.3437336,NA
realtime,2015-03-21T10-22-43+00-00,2015-03-21T10:22:43+00:00,180.093,4526.3492,12522.3103,NA,32.39,11.56,-0.000928,38.5522,12,2471.3437336,NA
realtime,2015-03-21T10-25-44+00-00,2015-03-21T10:25:44+00:00,180.028,4525.9439,12522.9402,NA,32.39,11.56,-0.000953,38.5522,12,2471.3437336,NA
realtime,2015-03-21T10-28-44+00-00,2015-03-21T10:28:44+00:00,180.066,4525.6357,12523.4207,NA,32.39,11.57,-0.000953,38.5522,12,2471.3437336,NA
realtime,2015-03-21T10-31-44+00-00,2015-03-21T10:31:44+00:00,180.033,4525.257,12524.0108,NA,32.39,11.57,-0.001718,38.5522,12,2471.3437336,NA
realtime,2015-03-21T10-34-44+00-00,2015-03-21T10:34:44+00:00,180.009,4524.8605,12524.6335,NA,32.39,11.57,-0.000953,38.5522,12,2471.3437336,NA
realtime,2015-03-21T10-37-44+00-00,2015-03-21T10:37:44+00:00,180.02,4524.4792,12525.2377,NA,32.39,11.57,-0.000953,38.5522,12,2471.3437336,NA
realtime,2015-03-21T10-40-44+00-00,2015-03-21T10:40:44+00:00,180.062,4524.094,12525.8339,NA,32.39,11.54,-0.000928,38.5522,12,2471.3437336,NA
realtime,2015-03-21T10-43-45+00-00,2015-03-21T10:43:45+00:00,180.007,4523.7911,12526.3097,NA,32.39,11.56,-0.000928,38.5522,12,2471.3437336,NA
realtime,2015-03-21T10-46-45+00-00,2015-03-21T10:46:45+00:00,180.056,4523.395,12526.9334,NA,32.39,11.56,-0.000928,38.5522,12,2471.3437336,NA
realtime,2015-03-21T10-49-45+00-00,2015-03-21T10:49:45+00:00,180.022,4523.025,12527.5069,NA,32.39,11.56,-0.000928,38.5522,12,2471.3437336,NA
realtime,2015-03-21T10-52-45+00-00,2015-03-21T10:52:45+00:00,180.046,4522.6613,12528.0667,NA,32.39,11.57,-0.000953,38.5522,12,2471.3437336,NA
realtime,2015-03-21T10-55-45+00-00,2015-03-21T10:55:45+00:00,180.017,4522.2776,12528.6545,NA,32.39,11.58,-0.000953,38.5522,12,2471.3437336,NA
realtime,2015-03-21T10-58-46+00-00,2015-03-21T10:58:46+00:00,180.037,4521.8887,12529.2523,NA,32.39,11.57,-0.000928,38.5522,12,2471.3437336,NA
realtime,2015-03-21T11-01-46+00-00,2015-03-21T11:01:46+00:00,180.052,4521.5914,12529.7016,NA,32.39,11.58,-0.000953,38.5522,12,2471.3437336,NA
realtime,2015-03-21T11-04-46+00-00,2015-03-21T11:04:46+00:00,180.05,4521.1986,12530.3127,NA,32.39,11.56,-0.000953,38.5522,12,2471.3437336,NA
realtime,2015-03-21T11-07-46+00-00,2015-03-21T11:07:46+00:00,180.02,4520.7898,12530.9332,NA,32.39,11.56,-0.000928,38.5522,12,2471.3437336,NA
realtime,2015-03-21T11-10-46+00-00,2015-03-21T11:10:46+00:00,180.049,4520.413,12531.5094,NA,32.39,11.56,-0.000953,38.5522,12,2471.3437336,NA
realtime,2015-03-21T11-13-47+00-00,2015-03-21T11:13:47+00:00,180.143,4520.0429,12532.0674,NA,32.39,11.57,-0.000953,38.5522,12,2471.3437336,NA
realtime,2015-03-21T11-16-47+00-00,2015-03-21T11:16:47+00:00,180.067,4519.651,12532.6611,NA,32.39,11.57,-0.000953,38.5522,12,2471.3437336,NA
realtime,2015-03-21T11-19-47+00-00,2015-03-21T11:19:47+00:00,180.003,4519.3355,12533.1343,NA,32.39,11.57,-0.000953,38.5522,12,2471.3437336,NA
realtime,2015-03-21T11-22-47+00-00,2015-03-21T11:22:47+00:00,180.034,4518.9417,12533.7369,NA,32.38,11.57,-0.000928,38.5522,12,2471.3437336,NA
realtime,2015-03-21T11-25-47+00-00,2015-03-21T11:25:47+00:00,180.05,4518.5419,12534.3556,NA,32.39,11.56,-0.000953,38.5522,12,2471.3437336,NA
realtime,2015-03-21T11-28-48+00-00,2015-03-21T11:28:48+00:00,180.02,4518.1326,12534.9841,NA,32.39,11.56,-0.000928,38.5522,12,2471.3437336,NA
realtime,2015-03-21T11-31-48+00-00,2015-03-21T11:31:48+00:00,180.025,4517.7002,12535.6313,NA,32.39,11.57,-0.000953,38.5522,12,2471.3437336,NA
realtime,2015-03-21T11-34-48+00-00,2015-03-21T11:34:48+00:00,180.062,4517.383,12536.1694,NA,32.39,11.56,-0.000953,38.5522,12,2471.3437336,NA
realtime,2015-03-21T11-37-48+00-00,2015-03-21T11:37:48+00:00,180.025,4517.0055,12536.83,NA,32.39,11.57,-0.000953,38.5522,12,2471.3437336,NA
realtime,2015-03-21T11-40-48+00-00,2015-03-21T11:40:48+00:00,180.061,4516.622,12537.4953,NA,32.38,11.56,-0.001004,38.5522,12,2471.3437336,NA
realtime,2015-03-21T11-43-49+00-00,2015-03-21T11:43:49+00:00,180.011,4516.2186,12538.1433,NA,32.38,11.57,-0.000953,38.5522,12,2471.3437336,NA
realtime,2015-03-21T11-46-49+00-00,2015-03-21T11:46:49+00:00,180.051,4515.7862,12538.8059,NA,32.38,11.57,-0.000953,38.5522,12,2471.3437336,NA
realtime,2015-03-21T11-49-49+00-00,2015-03-21T11:49:49+00:00,180.038,4515.4635,12539.2976,NA,32.38,11.58,-0.000953,38.5522,12,2471.3437336,NA
realtime,2015-03-21T11-52-49+00-00,2015-03-21T11:52:49+00:00,180.042,4515.014,12539.9729,NA,32.39,11.58,-0.000953,38.5522,12,2471.3437336,NA
realtime,2015-03-21T11-55-49+00-00,2015-03-21T11:55:49+00:00,180.074,4514.5699,12540.6367,NA,32.39,11.57,-0.000953,38.5522,12,2471.3437336,NA
realtime,2015-03-21T11-58-50+00-00,2015-03-21T11:58:50+00:00,180.049,4514.2304,12541.1691,NA,32.39,11.56,-0.000953,38.5522,12,2471.3437336,NA
realtime,2015-03-21T12-01-50+00-00,2015-03-21T12:01:50+00:00,180.053,4513.8169,12541.8396,NA,32.39,11.58,-0.000953,38.5522,12,2471.3437336,NA
realtime,2015-03-21T12-04-50+00-00,2015-03-21T12:04:50+00:00,180.032,4513.3998,12542.5288,NA,32.39,11.58,-0.000953,38.5522,12,2471.3437336,NA
realtime,2015-03-21T12-07-50+00-00,2015-03-21T12:07:50+00:00,180.062,4513.0798,12543.0507,NA,32.39,11.58,-0.000953,38.5522,12,2471.3437336,NA
realtime,2015-03-21T12-10-50+00-00,2015-03-21T12:10:50+00:00,180.012,4512.6721,12543.7082,NA,32.4,11.58,-0.000953,38.5522,12,2471.3437336,NA
realtime,2015-03-21T12-13-50+00-00,2015-03-21T12:13:50+00:00,180.051,4512.2315,12544.3732,NA,32.4,11.59,-0.000953,38.5522,12,2471.3437336,NA
realtime,2015-03-21T12-16-51+00-00,2015-03-21T12:16:51+00:00,180.146,4511.826,12544.9826,NA,32.41,11.63,-0.000953,38.5522,12,2471.3437336,NA
realtime,2015-03-21T12-19-51+00-00,2015-03-21T12:19:51+00:00,180.087,4511.4378,12545.5731,NA,32.42,11.66,-0.000953,38.5522,12,2471.3437336,NA
realtime,2015-03-21T12-22-51+00-00,2015-03-21T12:22:51+00:00,180.005,4511.1138,12546.0829,NA,32.43,11.67,-0.000953,38.5522,12,2471.3437336,NA
realtime,2015-03-21T12-25-51+00-00,2015-03-21T12:25:51+00:00,180.059,4510.7091,12546.7199,NA,32.43,11.67,-0.000953,38.5522,12,2471.3437336,NA
realtime,2015-03-21T12-28-52+00-00,2015-03-21T12:28:52+00:00,180.013,4510.2706,12547.376,NA,32.43,11.66,-0.000953,38.5522,12,2471.3437336,NA
realtime,2015-03-21T12-31-52+00-00,2015-03-21T12:31:52+00:00,180.058,4509.867,12547.996,NA,32.42,11.66,-0.000953,38.5522,12,2471.3437336,NA
realtime,2015-03-21T12-34-52+00-00,2015-03-21T12:34:52+00:00,180.01,4509.4767,12548.6178,NA,32.42,11.65,-0.000953,38.5522,12,2471.3437336,NA
realtime,2015-03-21T12-37-52+00-00,2015-03-21T12:37:52+00:00,180.043,4509.0887,12549.2351,NA,32.42,11.65,-0.000953,38.5522,12,2471.3437336,NA
realtime,2015-03-21T12-40-52+00-00,2015-03-21T12:40:52+00:00,180.134,4508.6747,12549.9038,NA,32.42,11.63,-0.000928,38.5522,12,2471.3437336,NA
realtime,2015-03-21T12-43-53+00-00,2015-03-21T12:43:53+00:00,180.048,4508.3493,12550.4127,NA,32.41,11.63,-0.000953,38.5522,12,2471.3437336,NA
